Claim ID,Payer,Service Type,Claim Volume,Processing Time (days),Authorization Requests,Authorization Turnaround Time (days),Claim Resubmission Rates (%),Administrative Staff Turnover Rate (%),Cost Per Authorization ($),Revenue Cycle Time (days),Payment Discrepancies ($),Patient Wait Times (days),Patient Retention Rates (%),Patient Health Outcomes (scale 1-10),Data Completeness (%),Data Timeliness (days),User Adoption Rates (%),Payer Response Time (days),Payer Reimbursement Rates (%),Payer Policy Change Frequency (times/year),System Downtime (hours),System Response Time (seconds),Integration Success Rates (%),Training Hours,Resource Utilization Rates (%),Staff Satisfaction (scale 1-10),Date
2843.0,Payer C,Oncology,259.0,28.0,35.0,11.0,6.91,9.89,59.8,49.0,4933.66,6.0,75.04,7.0,94.21,2.0,78.9,11.0,86.03,2.0,0.0,2.68,81.84,20.0,83.65,,
,Payer B,Cardiology,188.0,30.0,54.0,,7.39,5.78,113.43,42.0,2215.55,11.0,,6.0,98.71,3.0,60.22,27.0,53.92,1.0,1.0,3.26,98.46,,87.84,6.0,2021-04-09
2845.0,Payer B,Radiology,165.0,120.0,48.0,27.0,20.66,6.91,130.81,33.0,2294.9,9.0,73.71,9.0,,4.0,71.88,17.0,60.37,2.0,1.0,3.74,89.61,44.0,71.92,7.0,2020-04-08
2846.0,,Cardiology,111.0,22.0,45.0,18.0,12.0,8.21,133.56,,4958.77,13.0,,,91.03,1.0,67.14,19.0,70.44,1.0,2.0,4.4,95.53,33.0,73.28,,2021-10-16
2847.0,Payer C,Cardiology,,36.0,50.0,,9.49,9.19,107.79,33.0,1535.71,8.0,,9.0,89.91,1.0,88.11,29.0,75.77,2.0,0.0,1.94,97.79,15.0,52.82,5.0,
2848.0,Payer C,Surgery,172.0,,31.0,28.0,12.06,10.94,51.75,32.0,30000.0,14.0,91.42,8.0,86.71,3.0,72.16,13.0,67.65,3.0,3.0,2.17,,27.0,78.53,7.0,2020-10-18
2849.0,Payer A,Oncology,175.0,20.0,,13.0,17.91,13.63,147.37,37.0,4743.25,6.0,,5.0,94.31,2.0,79.62,19.0,78.68,2.0,1.0,3.19,84.98,47.0,73.36,,2022-10-14
2850.0,,Oncology,189.0,120.0,45.0,8.0,,6.59,97.22,49.0,3047.18,11.0,90.55,9.0,90.76,,81.96,19.0,66.27,3.0,,,87.63,15.0,52.02,6.0,2020-10-27
,Payer A,Oncology,109.0,33.0,66.0,8.0,,5.15,89.36,37.0,30000.0,11.0,80.96,8.0,98.66,1.0,83.2,36.0,83.92,1.0,2.0,3.27,94.07,31.0,57.94,5.0,2020-06-22
2852.0,Payer A,Surgery,195.0,24.0,44.0,20.0,11.78,9.49,89.49,54.0,2500.24,5.0,85.81,9.0,84.77,4.0,,39.0,75.56,2.0,1.0,1.8,82.03,23.0,58.08,6.0,
2853.0,Payer C,Surgery,275.0,38.0,42.0,28.0,,9.32,92.42,46.0,1446.28,9.0,71.89,9.0,86.21,3.0,68.67,12.0,85.26,2.0,4.0,2.23,76.31,21.0,56.84,8.0,2020-01-30
2854.0,Payer A,Oncology,119.0,30.0,42.0,21.0,7.04,10.52,74.22,,30000.0,7.0,,,86.32,,80.58,30.0,,3.0,4.0,2.3,92.3,34.0,76.35,5.0,2020-09-07
2855.0,,Surgery,138.0,21.0,61.0,,6.46,13.33,82.73,33.0,4160.11,13.0,77.25,5.0,96.12,2.0,,13.0,93.83,1.0,1.0,4.97,87.77,29.0,87.14,5.0,2021-09-12
2856.0,Payer B,Surgery,159.0,27.0,74.0,8.0,14.25,13.02,148.54,35.0,30000.0,13.0,72.38,6.0,81.98,2.0,77.92,,69.11,2.0,2.0,4.42,96.95,27.0,80.52,7.0,2023-05-21
2857.0,Payer C,Surgery,165.0,28.0,76.0,10.0,11.03,6.0,,53.0,2727.7,11.0,92.71,7.0,89.11,4.0,60.02,19.0,65.41,1.0,4.0,4.35,89.65,33.0,69.09,5.0,2020-12-09
2858.0,Payer A,Oncology,,22.0,75.0,20.0,17.26,14.34,102.67,59.0,3227.16,,85.09,9.0,88.55,2.0,67.75,16.0,77.85,1.0,20.0,3.05,70.5,24.0,,8.0,2022-11-26
2859.0,Payer A,Oncology,278.0,21.0,37.0,8.0,5.86,6.1,134.83,51.0,3326.76,6.0,76.04,,81.46,,87.92,31.0,75.46,2.0,,,99.0,40.0,65.46,9.0,2022-09-29
2860.0,Payer C,Oncology,223.0,26.0,72.0,10.0,7.44,11.35,102.74,57.0,4425.19,14.0,80.49,7.0,88.22,4.0,68.7,32.0,75.9,3.0,0.0,1.28,,10.0,74.05,9.0,2020-12-11
2861.0,,Surgery,263.0,24.0,47.0,9.0,22.3,11.72,82.45,,2233.42,,78.92,9.0,90.27,4.0,73.14,21.0,89.81,1.0,0.0,1.79,87.88,24.0,,5.0,2023-01-25
2862.0,Payer A,Oncology,251.0,24.0,65.0,20.0,16.33,11.8,102.38,,4286.69,14.0,,7.0,81.3,2.0,65.6,16.0,79.43,1.0,4.0,4.58,97.28,43.0,59.04,9.0,2021-06-19
2863.0,Payer B,Surgery,254.0,39.0,55.0,29.0,19.24,7.65,61.41,33.0,3263.73,14.0,85.19,8.0,90.2,4.0,64.16,22.0,94.26,,4.0,3.1,89.91,11.0,74.11,8.0,2023-09-10
2864.0,Payer B,Radiology,229.0,32.0,39.0,20.0,21.84,8.3,63.0,38.0,2202.12,14.0,70.49,5.0,99.18,2.0,66.26,17.0,,1.0,2.0,4.95,84.38,45.0,65.63,7.0,
2865.0,Payer C,Surgery,,,60.0,14.0,14.28,10.49,119.41,45.0,30000.0,5.0,74.95,5.0,99.58,4.0,76.61,36.0,51.09,2.0,3.0,3.37,73.22,32.0,50.56,6.0,2022-05-16
2866.0,Payer B,Cardiology,156.0,25.0,62.0,13.0,20.22,7.0,141.75,,2444.55,7.0,,6.0,90.63,4.0,,22.0,93.52,1.0,0.0,2.51,98.87,33.0,50.89,6.0,2020-03-26
2867.0,Payer A,,177.0,39.0,58.0,,15.49,5.2,122.57,43.0,30000.0,12.0,81.14,6.0,90.3,2.0,69.79,10.0,91.99,3.0,3.0,2.1,72.35,41.0,60.97,8.0,2023-03-30
2868.0,Payer C,Oncology,,37.0,,18.0,9.45,10.62,57.46,56.0,,12.0,82.92,7.0,85.71,4.0,69.7,25.0,52.44,3.0,0.0,4.67,75.11,22.0,70.5,7.0,2022-11-06
2869.0,Payer A,Cardiology,128.0,21.0,42.0,8.0,11.75,9.65,90.29,35.0,4681.33,,,8.0,99.94,4.0,76.92,,56.26,3.0,0.0,2.48,94.59,42.0,64.17,8.0,2020-08-31
2870.0,Payer A,Surgery,114.0,25.0,30.0,16.0,14.81,11.57,50.26,30.0,3299.65,12.0,,7.0,85.48,2.0,70.7,37.0,77.82,3.0,2.0,1.58,84.71,23.0,,5.0,2022-02-18
,Payer B,Radiology,111.0,28.0,52.0,28.0,11.34,6.47,101.12,47.0,4680.06,11.0,79.32,9.0,89.06,,87.31,28.0,52.14,2.0,2.0,2.11,75.35,26.0,58.93,7.0,2023-05-26
2872.0,Payer C,Cardiology,200.0,22.0,69.0,,11.71,13.41,69.32,41.0,1185.62,,91.94,5.0,80.06,,71.34,30.0,70.56,2.0,1.0,3.58,,25.0,53.86,9.0,2020-01-06
2873.0,Payer C,Cardiology,255.0,20.0,32.0,8.0,,6.46,136.81,51.0,2370.45,7.0,71.57,7.0,86.98,2.0,74.71,35.0,,2.0,0.0,,99.82,41.0,87.95,5.0,2022-08-20
,Payer B,Surgery,183.0,20.0,32.0,22.0,7.46,13.91,60.43,56.0,1091.23,13.0,84.61,7.0,,4.0,76.0,39.0,58.64,2.0,0.0,1.37,87.52,24.0,62.51,,2021-01-15
2875.0,Payer A,,224.0,38.0,36.0,17.0,6.69,9.5,50.14,44.0,2089.01,6.0,93.74,,94.88,3.0,83.46,22.0,60.3,2.0,0.0,2.83,82.05,40.0,50.59,5.0,
2876.0,Payer A,Surgery,,24.0,65.0,17.0,5.93,10.5,95.11,30.0,4448.03,11.0,83.73,5.0,91.22,3.0,76.92,38.0,83.82,3.0,,1.33,96.29,21.0,76.42,5.0,2023-06-12
2877.0,Payer A,Cardiology,123.0,32.0,64.0,18.0,7.22,13.97,65.54,44.0,1146.44,5.0,81.38,6.0,91.44,,,16.0,52.2,1.0,20.0,2.57,,42.0,59.3,,2023-11-08
2878.0,Payer A,Cardiology,248.0,38.0,44.0,22.0,11.87,8.0,123.8,,2744.59,7.0,73.35,6.0,85.73,4.0,,24.0,91.03,1.0,1.0,2.29,79.24,12.0,72.67,5.0,2020-05-03
2879.0,Payer C,Oncology,237.0,120.0,69.0,5.0,16.88,6.82,141.99,56.0,1470.27,5.0,90.25,5.0,96.3,1.0,,35.0,59.95,3.0,4.0,2.57,74.93,20.0,56.03,7.0,2022-12-19
2880.0,Payer C,Oncology,209.0,35.0,32.0,25.0,8.76,,54.19,,2667.36,10.0,,7.0,,4.0,84.05,15.0,76.58,3.0,1.0,,92.33,14.0,89.36,7.0,2021-05-15
2881.0,Payer B,Oncology,177.0,38.0,58.0,20.0,22.76,,89.56,50.0,4355.41,8.0,,9.0,,3.0,60.69,13.0,62.44,2.0,4.0,1.74,87.89,36.0,88.81,5.0,2020-01-10
2882.0,Payer B,Surgery,200.0,22.0,59.0,19.0,21.17,10.28,149.68,30.0,3492.28,5.0,74.94,,93.19,4.0,84.65,31.0,,2.0,2.0,2.77,72.77,25.0,76.24,8.0,2022-08-28
2883.0,Payer C,Oncology,245.0,120.0,68.0,26.0,15.41,7.75,123.27,58.0,3947.03,,71.05,,,3.0,77.72,32.0,79.36,1.0,3.0,2.45,87.75,44.0,78.29,5.0,2021-08-18
2884.0,Payer C,Cardiology,241.0,24.0,47.0,29.0,19.48,13.64,145.32,32.0,2396.42,8.0,77.64,,84.69,2.0,75.57,29.0,97.32,,20.0,,74.78,49.0,67.04,5.0,2023-12-20
2885.0,Payer A,Cardiology,261.0,21.0,40.0,,,11.07,66.41,41.0,4777.59,14.0,77.04,9.0,,2.0,,20.0,72.28,2.0,3.0,3.78,99.45,25.0,88.49,8.0,2023-03-16
2886.0,Payer A,Radiology,227.0,120.0,72.0,10.0,5.74,5.0,72.14,57.0,3837.05,14.0,91.84,6.0,90.76,3.0,83.43,33.0,93.74,2.0,4.0,,77.79,25.0,66.95,8.0,
,,Surgery,157.0,32.0,78.0,,23.09,13.05,65.48,57.0,2687.2,6.0,91.62,5.0,97.48,2.0,65.94,30.0,78.79,3.0,3.0,,,31.0,59.58,5.0,2021-09-03
2888.0,Payer C,Radiology,175.0,34.0,67.0,7.0,7.56,,80.24,36.0,,11.0,83.35,8.0,81.01,1.0,81.84,28.0,95.72,2.0,4.0,1.48,89.68,13.0,54.62,6.0,2021-12-27
2889.0,Payer B,Cardiology,249.0,22.0,69.0,20.0,,8.2,,34.0,4674.74,12.0,,9.0,88.49,3.0,60.48,11.0,64.59,3.0,3.0,3.03,90.74,41.0,58.33,6.0,2021-08-19
2890.0,Payer C,Radiology,297.0,39.0,30.0,16.0,16.44,8.83,66.49,57.0,3305.62,8.0,,9.0,,3.0,83.89,26.0,77.49,,4.0,3.97,82.9,36.0,72.89,8.0,2022-10-25
,Payer A,Cardiology,135.0,24.0,58.0,8.0,11.11,,102.42,55.0,3825.52,13.0,85.98,8.0,80.43,4.0,60.69,24.0,69.5,1.0,3.0,,72.23,24.0,59.8,5.0,2020-10-13
2892.0,Payer B,Radiology,,120.0,39.0,5.0,14.91,9.42,76.92,30.0,2668.14,7.0,,8.0,,1.0,67.08,29.0,53.29,3.0,4.0,1.73,99.4,,76.17,9.0,2020-07-25
2893.0,Payer B,Oncology,263.0,,57.0,8.0,,11.29,132.92,30.0,1894.77,10.0,87.52,,99.53,4.0,68.05,27.0,78.71,1.0,1.0,1.89,75.75,35.0,65.29,9.0,2021-07-03
2894.0,Payer C,Radiology,121.0,27.0,60.0,5.0,5.47,6.47,50.66,44.0,30000.0,11.0,70.3,7.0,84.3,1.0,,21.0,89.71,3.0,20.0,4.45,93.09,24.0,85.47,,2023-07-03
2895.0,Payer A,Oncology,226.0,37.0,48.0,25.0,12.11,14.7,72.31,37.0,3431.3,11.0,,8.0,,,74.43,12.0,77.81,3.0,20.0,2.94,74.13,19.0,72.34,5.0,2021-11-22
2896.0,,Oncology,179.0,39.0,32.0,12.0,19.8,12.3,110.52,40.0,3005.37,10.0,91.11,9.0,,1.0,68.51,26.0,63.97,1.0,,2.81,78.44,43.0,74.9,5.0,2022-06-29
2897.0,Payer A,Surgery,288.0,35.0,65.0,28.0,15.2,7.5,59.67,43.0,,13.0,81.73,8.0,98.63,3.0,89.8,,63.19,1.0,3.0,2.98,86.8,,72.26,9.0,2022-11-08
2898.0,Payer B,Oncology,199.0,37.0,72.0,9.0,9.88,,96.63,58.0,,5.0,90.73,5.0,93.09,2.0,77.4,38.0,61.89,2.0,20.0,1.69,82.4,35.0,85.42,9.0,2023-04-01
2899.0,,Oncology,283.0,39.0,44.0,6.0,11.7,10.75,93.62,54.0,30000.0,13.0,,5.0,82.26,2.0,76.99,15.0,98.98,3.0,1.0,3.51,98.75,17.0,52.54,,2021-12-14
2900.0,Payer C,Radiology,195.0,31.0,,,22.26,6.09,135.25,52.0,4792.65,,86.79,,,4.0,66.63,13.0,69.96,2.0,20.0,4.23,95.43,25.0,52.69,7.0,2022-05-31
2901.0,Payer B,Cardiology,260.0,32.0,70.0,26.0,15.51,6.78,112.54,42.0,4564.41,8.0,81.13,,86.37,4.0,72.26,30.0,65.84,3.0,4.0,4.35,97.65,38.0,78.07,8.0,2021-08-22
2902.0,,Surgery,272.0,32.0,72.0,21.0,15.57,5.41,113.97,48.0,2285.74,9.0,76.8,9.0,87.66,2.0,63.72,17.0,70.92,2.0,20.0,1.12,89.22,41.0,80.72,8.0,2023-04-13
2903.0,Payer A,Oncology,,29.0,74.0,11.0,24.23,13.09,145.18,41.0,2624.02,7.0,,7.0,,2.0,82.88,36.0,55.79,1.0,2.0,3.86,,30.0,,6.0,2022-08-09
2904.0,Payer A,Surgery,247.0,26.0,55.0,15.0,11.42,10.52,148.24,51.0,,11.0,86.21,9.0,88.45,1.0,69.93,29.0,59.8,1.0,2.0,1.36,85.55,41.0,64.09,8.0,2020-08-30
2905.0,Payer B,Radiology,117.0,33.0,45.0,8.0,14.59,8.17,115.34,48.0,3380.47,6.0,89.95,5.0,93.28,4.0,82.56,31.0,,2.0,2.0,4.87,,,61.12,8.0,2021-10-21
2906.0,Payer C,Oncology,137.0,35.0,,9.0,21.23,6.26,102.2,55.0,3191.66,12.0,83.8,5.0,95.37,4.0,71.15,12.0,,1.0,4.0,2.93,71.94,48.0,,8.0,2022-09-23
2907.0,Payer A,,294.0,34.0,62.0,10.0,20.18,9.84,110.79,33.0,4706.57,13.0,,8.0,86.58,4.0,89.66,17.0,93.82,2.0,1.0,4.1,95.89,19.0,86.48,8.0,2022-08-28
2908.0,Payer A,,,31.0,49.0,,10.32,10.25,88.24,57.0,3144.1,10.0,94.49,9.0,98.49,,65.13,22.0,93.3,3.0,2.0,3.49,88.94,15.0,61.81,7.0,2021-10-12
2909.0,Payer A,Radiology,208.0,28.0,42.0,5.0,8.02,12.02,148.75,33.0,30000.0,13.0,,7.0,98.77,2.0,60.05,28.0,97.24,3.0,1.0,4.81,91.71,46.0,75.92,6.0,
2910.0,Payer B,Surgery,222.0,27.0,62.0,29.0,19.01,14.7,120.5,32.0,1168.07,10.0,92.78,6.0,80.81,2.0,77.84,24.0,56.29,1.0,2.0,,90.83,27.0,81.48,9.0,2020-04-12
,,Radiology,243.0,37.0,,14.0,10.15,9.35,79.1,55.0,1277.67,7.0,75.2,8.0,80.3,3.0,88.59,32.0,,1.0,2.0,2.12,95.43,40.0,50.88,5.0,2022-02-08
2912.0,,Surgery,286.0,37.0,66.0,24.0,23.45,9.06,55.78,35.0,30000.0,14.0,79.34,7.0,88.5,3.0,,,55.29,1.0,3.0,2.93,72.63,44.0,51.35,9.0,2023-06-23
2913.0,Payer B,Cardiology,296.0,120.0,43.0,28.0,7.58,8.7,54.47,34.0,4652.98,7.0,81.0,9.0,91.81,2.0,62.57,12.0,80.04,3.0,4.0,3.02,81.31,12.0,63.33,6.0,2020-05-27
2914.0,Payer C,Radiology,295.0,,56.0,25.0,,13.27,70.49,40.0,2633.55,6.0,93.03,7.0,,1.0,76.21,28.0,77.81,2.0,3.0,1.71,85.08,14.0,,8.0,2022-03-29
2915.0,Payer C,Radiology,248.0,34.0,52.0,,,6.56,73.29,54.0,2874.25,9.0,92.2,6.0,85.19,2.0,,35.0,83.56,1.0,1.0,4.62,86.4,43.0,60.43,9.0,2022-10-06
2916.0,Payer B,Cardiology,203.0,23.0,43.0,28.0,19.07,8.44,91.5,38.0,4381.55,,90.58,7.0,93.57,1.0,60.2,,68.55,2.0,1.0,2.4,98.28,42.0,50.06,8.0,2021-10-31
2917.0,Payer C,Cardiology,297.0,120.0,69.0,21.0,,12.25,71.48,32.0,3436.99,10.0,79.42,6.0,92.03,4.0,65.01,37.0,69.58,1.0,4.0,1.35,71.27,,61.53,7.0,2023-04-14
2918.0,Payer A,Radiology,239.0,24.0,,12.0,17.72,,113.09,58.0,3438.01,9.0,70.11,6.0,83.34,3.0,84.44,,77.28,1.0,2.0,1.62,95.99,19.0,53.61,7.0,2022-02-07
2919.0,Payer A,Cardiology,243.0,35.0,,17.0,23.76,,71.13,38.0,30000.0,10.0,87.04,,97.69,1.0,86.82,25.0,53.95,1.0,4.0,3.05,86.56,12.0,58.78,6.0,2021-02-22
2920.0,Payer A,Oncology,180.0,28.0,48.0,24.0,7.57,11.41,68.79,58.0,4335.63,8.0,80.27,7.0,93.6,4.0,81.21,23.0,89.99,2.0,,4.53,,20.0,63.33,9.0,2022-02-15
2921.0,Payer B,Surgery,186.0,120.0,76.0,22.0,6.75,6.86,97.12,41.0,1663.32,7.0,88.93,9.0,87.25,2.0,,17.0,96.14,2.0,20.0,3.51,79.61,12.0,,,
2922.0,Payer A,Surgery,241.0,37.0,33.0,26.0,,8.03,138.87,32.0,1212.6,5.0,89.87,5.0,93.67,3.0,62.71,20.0,69.37,2.0,0.0,1.86,89.31,37.0,78.25,6.0,2023-04-06
2923.0,Payer C,Surgery,160.0,120.0,59.0,20.0,22.11,9.86,96.83,49.0,,9.0,80.99,5.0,82.25,2.0,76.37,28.0,86.98,3.0,4.0,2.19,89.39,37.0,60.24,6.0,2021-06-16
2924.0,Payer B,Oncology,298.0,37.0,48.0,,21.62,9.22,91.38,46.0,,10.0,88.7,7.0,89.37,4.0,80.55,11.0,,3.0,0.0,4.9,75.68,18.0,76.44,6.0,2023-01-08
2925.0,Payer C,Cardiology,145.0,26.0,60.0,,20.98,6.06,107.81,50.0,2129.24,9.0,91.0,9.0,83.38,4.0,81.08,14.0,61.8,3.0,0.0,,90.31,35.0,73.96,9.0,2022-06-26
2926.0,Payer A,,,23.0,60.0,22.0,12.24,14.38,75.72,41.0,3682.05,9.0,93.21,,80.83,2.0,,20.0,53.39,2.0,1.0,4.98,78.0,38.0,,9.0,2020-08-15
2927.0,Payer A,Radiology,114.0,24.0,38.0,7.0,9.35,5.44,85.34,54.0,1871.3,10.0,84.56,6.0,86.77,4.0,87.53,16.0,62.29,3.0,2.0,,90.66,19.0,53.52,6.0,2022-11-26
2928.0,,Cardiology,143.0,35.0,42.0,26.0,23.58,12.5,71.38,,3706.63,8.0,89.46,,83.01,4.0,70.85,17.0,80.25,1.0,0.0,,88.36,,58.58,,2023-09-12
2929.0,Payer B,,,22.0,43.0,,11.14,5.71,107.18,33.0,1364.53,8.0,82.36,7.0,92.67,,61.29,26.0,,2.0,3.0,4.77,91.48,41.0,,9.0,2022-09-16
,Payer C,Oncology,268.0,37.0,75.0,,12.97,,119.74,39.0,1588.81,12.0,,8.0,,,70.87,21.0,91.81,1.0,1.0,1.61,70.59,,82.89,9.0,2023-03-21
2931.0,Payer B,Surgery,153.0,120.0,39.0,10.0,18.99,6.75,117.37,47.0,,,73.88,8.0,82.97,2.0,80.15,27.0,98.52,1.0,2.0,4.77,73.76,27.0,57.68,,2020-06-26
2932.0,Payer B,Surgery,,34.0,77.0,23.0,,6.41,75.48,59.0,4687.58,7.0,73.21,8.0,80.49,3.0,66.4,38.0,,2.0,1.0,1.85,95.21,31.0,54.31,9.0,2023-04-20
2933.0,Payer A,Surgery,197.0,36.0,60.0,11.0,21.38,6.26,127.96,37.0,4438.27,11.0,,9.0,95.86,1.0,84.3,16.0,62.33,1.0,3.0,3.18,81.42,26.0,84.25,9.0,2021-04-12
2934.0,Payer B,Cardiology,104.0,20.0,66.0,22.0,6.4,9.53,75.6,38.0,,9.0,,7.0,80.04,1.0,66.59,18.0,83.78,2.0,2.0,2.96,95.1,34.0,57.13,7.0,2021-09-13
2935.0,,,208.0,36.0,,18.0,20.82,10.15,65.03,48.0,3601.92,9.0,91.47,8.0,86.88,4.0,,28.0,90.3,3.0,,3.05,71.88,35.0,84.84,5.0,2023-02-06
2936.0,Payer A,Radiology,126.0,30.0,56.0,10.0,17.04,6.33,84.98,42.0,3703.26,7.0,84.0,7.0,89.89,3.0,75.24,23.0,67.3,2.0,4.0,2.07,93.08,14.0,88.44,7.0,2020-06-04
2937.0,Payer B,Oncology,215.0,36.0,35.0,12.0,,14.79,109.77,54.0,30000.0,6.0,79.58,6.0,96.37,3.0,81.79,33.0,75.76,2.0,1.0,4.12,72.51,18.0,58.83,5.0,2020-09-16
2938.0,Payer A,,186.0,33.0,55.0,19.0,14.17,7.58,64.2,35.0,3491.28,7.0,80.24,8.0,96.77,1.0,70.49,39.0,94.59,1.0,4.0,3.97,84.05,33.0,83.62,5.0,2021-01-30
2939.0,Payer A,Oncology,203.0,120.0,,19.0,10.54,9.59,114.81,51.0,1588.48,11.0,81.58,7.0,94.5,3.0,82.47,35.0,69.22,1.0,2.0,4.82,98.13,16.0,66.95,5.0,2022-07-21
2940.0,Payer A,Radiology,222.0,38.0,74.0,19.0,14.28,7.16,136.31,36.0,3174.96,7.0,71.85,9.0,84.94,1.0,73.15,28.0,54.08,1.0,3.0,3.03,72.33,29.0,81.55,9.0,2020-09-16
2941.0,,Radiology,178.0,26.0,42.0,20.0,14.0,,79.31,57.0,30000.0,6.0,76.87,9.0,,3.0,65.15,29.0,99.74,1.0,3.0,3.19,80.52,17.0,66.3,,2020-09-27
2942.0,Payer B,Surgery,142.0,32.0,79.0,5.0,16.68,,95.02,50.0,2770.15,8.0,91.29,9.0,,1.0,62.72,27.0,59.01,1.0,4.0,4.61,85.55,28.0,52.82,8.0,2021-02-15
2943.0,Payer A,Cardiology,,,48.0,15.0,10.63,10.21,72.83,,,9.0,88.59,8.0,84.29,1.0,,34.0,52.44,1.0,0.0,4.68,96.98,44.0,78.51,6.0,2022-11-26
2944.0,Payer A,,130.0,33.0,30.0,29.0,6.55,7.86,86.13,40.0,1513.58,11.0,84.09,9.0,90.94,4.0,71.57,39.0,70.53,1.0,0.0,,79.98,34.0,56.03,9.0,2021-01-27
2945.0,Payer B,Surgery,198.0,120.0,69.0,9.0,7.9,7.48,52.2,46.0,2437.95,5.0,82.02,5.0,93.58,4.0,87.38,24.0,56.07,1.0,20.0,,94.21,26.0,87.08,,2023-06-01
2946.0,Payer B,Cardiology,116.0,26.0,61.0,,18.98,12.59,145.38,48.0,30000.0,,76.47,,81.06,3.0,76.21,30.0,98.94,1.0,4.0,3.02,91.55,48.0,66.71,8.0,2020-07-13
2947.0,Payer C,,182.0,27.0,51.0,25.0,5.45,6.18,,57.0,30000.0,14.0,81.78,7.0,81.2,4.0,70.45,30.0,69.04,2.0,4.0,2.55,79.21,34.0,53.28,9.0,2021-01-01
,,Cardiology,,37.0,77.0,10.0,22.13,8.7,,54.0,1474.11,7.0,84.95,5.0,95.68,2.0,70.47,13.0,91.29,1.0,4.0,4.46,80.22,44.0,59.14,5.0,2022-06-12
2949.0,Payer B,Cardiology,281.0,28.0,58.0,6.0,,,64.26,41.0,2034.1,10.0,87.82,8.0,97.19,2.0,63.94,22.0,,1.0,2.0,4.11,75.73,48.0,84.5,,2021-08-16
2950.0,,Radiology,289.0,120.0,31.0,10.0,20.36,7.58,131.24,50.0,4565.17,8.0,74.17,,92.09,3.0,77.81,14.0,56.94,2.0,0.0,1.97,,,62.84,7.0,2021-07-15
2951.0,Payer B,,131.0,36.0,69.0,18.0,21.72,6.53,136.01,50.0,2930.84,9.0,90.33,7.0,88.58,1.0,77.47,21.0,82.46,3.0,20.0,1.19,86.89,,84.25,5.0,2023-01-06
2952.0,Payer B,Cardiology,267.0,120.0,67.0,15.0,7.45,13.87,121.55,53.0,1542.55,14.0,78.65,9.0,96.91,4.0,84.0,39.0,95.47,3.0,2.0,3.26,74.65,,56.89,6.0,2021-06-20
,Payer B,Radiology,240.0,25.0,77.0,8.0,21.45,12.32,140.32,56.0,2536.92,10.0,82.58,7.0,94.58,3.0,66.04,26.0,55.73,,2.0,4.37,88.6,23.0,,7.0,2021-07-25
2954.0,Payer B,Radiology,134.0,120.0,40.0,28.0,15.09,10.61,66.72,56.0,1463.47,6.0,85.2,,91.59,2.0,68.72,19.0,79.46,3.0,4.0,1.99,84.96,38.0,85.13,5.0,2020-11-03
2955.0,Payer C,Radiology,,24.0,46.0,29.0,22.71,7.24,,42.0,30000.0,7.0,82.2,6.0,86.4,1.0,62.92,39.0,54.25,1.0,4.0,4.07,72.78,48.0,51.94,,2021-08-04
2956.0,Payer B,,128.0,21.0,72.0,13.0,22.73,10.1,112.01,47.0,1208.12,12.0,84.3,8.0,,4.0,68.86,35.0,90.61,,2.0,2.66,98.61,11.0,62.17,7.0,2021-10-27
2957.0,Payer B,Surgery,169.0,39.0,37.0,28.0,5.48,10.21,109.62,58.0,2752.91,12.0,72.79,,88.37,1.0,72.84,,95.47,1.0,4.0,2.34,,19.0,86.39,5.0,2021-07-13
2958.0,Payer C,Cardiology,,120.0,51.0,,12.66,10.9,136.1,36.0,4226.54,,,,85.74,1.0,88.92,15.0,81.44,3.0,0.0,1.69,72.13,11.0,73.86,7.0,2021-07-19
,Payer A,Radiology,194.0,29.0,33.0,20.0,15.53,5.6,,54.0,3343.88,14.0,77.01,6.0,,4.0,79.59,36.0,84.42,,2.0,4.74,97.94,36.0,78.65,7.0,2023-10-27
2960.0,Payer C,Surgery,121.0,29.0,40.0,15.0,,14.73,67.56,52.0,3425.38,12.0,72.15,5.0,90.31,,83.49,29.0,52.77,1.0,2.0,1.9,97.5,22.0,83.69,7.0,2023-11-09
,Payer A,Cardiology,293.0,30.0,37.0,8.0,10.72,9.65,75.34,57.0,1802.34,6.0,74.79,5.0,83.38,2.0,69.77,37.0,53.65,2.0,,,71.27,11.0,70.94,8.0,2023-02-11
2962.0,,Radiology,272.0,35.0,38.0,5.0,10.04,,139.16,34.0,2375.58,14.0,,6.0,96.12,,64.34,29.0,58.98,2.0,4.0,2.33,76.04,23.0,83.81,,2020-10-03
2963.0,Payer C,Oncology,168.0,36.0,55.0,29.0,12.63,5.1,144.1,58.0,30000.0,14.0,,9.0,82.91,1.0,67.7,21.0,63.69,1.0,2.0,2.14,91.07,26.0,75.55,7.0,2021-04-06
2964.0,Payer B,Radiology,,35.0,31.0,25.0,15.02,7.48,106.96,45.0,1351.42,12.0,74.53,8.0,89.62,,67.69,22.0,87.99,2.0,1.0,1.65,98.04,47.0,77.43,5.0,2021-09-13
2965.0,Payer A,Radiology,171.0,26.0,45.0,26.0,24.02,6.04,100.14,51.0,4431.72,14.0,,6.0,,2.0,77.49,30.0,,2.0,1.0,2.42,94.69,,56.11,8.0,2022-12-31
2966.0,Payer B,,228.0,35.0,60.0,20.0,20.24,12.7,110.54,,2934.76,9.0,92.62,6.0,89.7,2.0,70.24,39.0,53.91,1.0,20.0,2.89,78.46,43.0,87.56,9.0,2023-12-03
